en,fr
enhanced,amélioré
entitled,intitulé
severe,grave
generate,générer
stainless,inoxydable
newspapers,journaux
hospitals,hôpitaux
vi,vi
deluxe,de luxe
humor,humour
aged,âgé
monitors,moniteurs
exception,exception
lived,vécu
duration,durée
bulk,en gros
successfully,avec succès
indonesia,Indonésie
pursuant,conformément
sci,SCI
fabric,tissu
edt,EDT
visits,visites
primarily,principalement
tight,serré
domains,domaines
capabilities,capacités
pmid,PMID
contrast,contraste
recommendation,recommandation
flying,vol
recruitment,recrutement
sin,péché
berlin,Berlin
cute,mignon
organized,organisé
ba,ba
para,para
siemens,Siemens
adoption,adoption
improving,amélioration
cr,croisement
expensive,cher
meant,censé
capture,capturer
pounds,livres
buffalo,Buffle
organisations,organisations
plane,avion
pg,p.
explained,expliqué
seed,graine
programmes,programmes
desire,désir
expertise,compétence
mechanism,mécanisme
camping,camping
ee,de
jewellery,bijoux
meets,rencontre
welfare,bien-être
peer,pair
caught,attrapé
eventually,finalement
marked,marqué
driven,entraîné
measured,mesuré
medline,médline
bottle,bouteille
agreements,accords
considering,considérant
innovative,novateur
marshall,marshall
massage,massage
rubber,caoutchouc
conclusion,conclusion
closing,clôture
tampa,tampa
thousand,mille
meat,viande
legend,légende
grace,grâce
susan,Susan
ing,insigne
ks,ks
adams,Adams
python,Python
monster,monstre
alex,Alex
bang,claquer
villa,villa
bone,os
columns,colonnes
disorders,troubles
bugs,insectes
collaboration,collaboration
hamilton,Hamilton
detection,détection
ftp,FTP
cookies,cookies
inner,intérieur
formation,formation
tutorial,tutoriel
med,avec
engineers,ingénieurs
entity,entité
cruises,croisières
gate,grille
holder,titulaire
proposals,propositions
moderator,modérateur
sw,swin
tutorials,tutoriels
settlement,règlement
portugal,Portugal
lawrence,Lawrence
roman,romain
duties,devoirs
valuable,précieux
erotic,érotique
tone,tonifier
collectables,objets de collection
ethics,éthique
forever,pour toujours
dragon,dragon
busy,occupé
captain,capitaine
fantastic,fantastique
imagine,imaginer
brings,apparition
heating,chauffage
leg,jambe
neck,cou
hd,HD
wing,aile
governments,gouvernements
purchasing,achat
scripts,scripts
abc,abc
stereo,stéréo
appointed,nommé
taste,goût
dealing,transaction
commit,commettre
tiny,minuscule
operational,opérationnel
rail,rail
airlines,compagnies aériennes
liberal,libéral
livecam,livecam
jay,geai
trips,voyages
gap,écart
sides,côtés
tube,tube
turns,tour
corresponding,correspondant
descriptions,descriptions
cache,cache
belt,ceinture
jacket,veste
determination,détermination
animation,animation
oracle,oracle
er,er
matthew,Matthieu
lease,location
productions,production
aviation,aviation
hobbies,loisirs
proud,fier
excess,excès
disaster,catastrophe
console,console
commands,commandes
jr,JR
telecommunications,télécommunications
instructor,instructeur
giant,géant
achieved,réalisé
injuries,blessures
shipped,expédié
bestiality,bestialité
seats,sièges
approaches,approches
biz,biz
alarm,alarme
voltage,tension
anthony,Anthony
nintendo,nintendo
usual,habituel
loading,chargement
stamps,timbres
appeared,apparu
franklin,Franklin
angle,angle
rob,voler
vinyl,vinyle
highlights,points forts
mining,exploitation minière
designers,designers
melbourne,Melbourne
ongoing,en cours
worst,pire
imaging,imagerie
betting,pari
scientists,scientifiques
liberty,liberté
wyoming,Wyoming
blackjack,blackjack
argentina,Argentine
era,ère
convert,convertir
possibility,possibilité
analyst,analyste
commissioner,commissaire
dangerous,dangereux
garage,garage
exciting,passionnant
reliability,fiabilité
thongs,strings
gcc,GCC
unfortunately,malheureusement
respectively,respectivement
volunteers,bénévoles
attachment,pièce jointe
ringtone,sonnerie
finland,Finlande
morgan,Morgan
derived,dérivé
pleasure,plaisir
honor,honneur
asp,aspic
oriented,orienté
eagle,aigle
desktops,bureau
pants,pantalon
columbus,Colomb
nurse,infirmière
prayer,prière
appointment,rendez-vous
workshops,ateliers
hurricane,ouragan
quiet,calme
luck,chance
postage,affranchissement
producer,producteur
represented,représenté
mortgages,hypothèque
dial,cadran
responsibilities,responsabilités
cheese,fromage
comic,comique
carefully,soigneusement
jet,jet
productivity,productivité
investors,investisseurs
crown,couronne
par,par
underground,souterrain
diagnosis,diagnostic
maker,fabricant
crack,fissure
principle,principe
picks,choix
vacations,vacances
gang,gang
semester,semestre
calculated,calculé
cumshot,écume
fetish,fétiche
applies,s'applique
casinos,casinos
appearance,apparence
smoke,fumée
apache,apache
filters,filtres
incorporated,incorporé
nv,NV
craft,artisanat
cake,gâteau
notebooks,cahiers
apart,à part
fellow,compagnon
blind,aveugle
lounge,salon
mad,fou
algorithm,algorithme
semi,semi
coins,pièces
andy,Andy
gross,brut
strongly,fortement
cafe,café
valentine,Valentin
hilton,Hilton
ken,ken
proteins,protéines
horror,horreur
su,su
exp,Exp
familiar,familier
capable,capable
douglas,Douglas
debian,Debian
till,jusqu'à
involving,impliquant
pen,stylo
investing,investissement
christopher,Christopher
admission,admission
epson,epson
shoe,chaussure
elected,élu
carrying,transport
victory,victoire
sand,sable
madison,Madison
terrorism,terrorisme
joy,joie
editions,éditions
cpu,processeur
mainly,principalement
ethnic,ethnique
ran,couru
parliament,parlement
actor,acteur
finds,découvertes
seal,joint
situations,situations
fifth,cinquième
allocated,alloué
citizen,citoyen
vertical,verticale
corrections,correction
structural,de construction
municipal,municipal
describes,décrit
prize,prix
sr,SR
occurs,se produit
jon,Jon
absolute,absolu
disabilities,handicap
consists,se compose
anytime,à tout moment
substance,substance
prohibited,interdit
addressed,abordé
lies,mensonges
pipe,tuyau
soldiers,militaires
nr,NR
guardian,tuteur
lecture,conférence
simulation,simulation
layout,mise en page
initiatives,initiatives
ill,je vais
concentration,concentration
classics,classiques
lbs,lbs
lay,poser
interpretation,interprétation
horses,chevaux
lol,mdr
dirty,sale
deck,pont
wayne,Wayne
donate,faire un don
taught,enseigné
bankruptcy,faillite
mp,député
worker,travailleur
optimization,optimisation
alive,vivant
temple,temple
substances,substances
prove,prouver
discovered,découvert
wings,ailes
breaks,pauses
genetic,génétique
restrictions,restrictions
participating,participant
waters,eaux
promise,promesse
thin,mince
exhibition,exposition
prefer,préférer
ridge,crête
cabinet,armoire
modem,modem
harris,Harris
mph,mph
bringing,amenant
sick,malade
dose,dose
evaluate,évaluer
tiffany,tiffany
tropical,tropical
collect,collecter
bet,pari
composition,composition
toyota,toyota
streets,rues
nationwide,à l'échelle nationale
vector,vecteur
definitely,certainement
shaved,rasé
turning,tournant
buffer,tampon
purple,violet
existence,existence
commentary,commentaire
larry,larry
limousines,limousines
developments,développements
def,def
immigration,immigration
destinations,destination
lets,permettent
mutual,mutuel
pipeline,pipeline
necessarily,nécessairement
syntax,syntaxe
li,li
attribute,attribut
prison,prison
skill,compétence
chairs,chaises
nl,nl
everyday,tous les jours
apparently,apparemment
surrounding,environnant
mountains,montagnes
moves,mouvements
popularity,popularité
inquiry,enquête
ethernet,Ethernet
checked,à carreaux
exhibit,exposition
throw,lancer
trend,s'orienter
sierra,sierra
visible,visible
cats,chats
desert,désert
postposted,post-post
ya,toi
oldest,le plus ancien
rhode,rhode
nba,NBA
busty,gros seins
coordinator,coordinateur
obviously,évidemment
mercury,mercure
steven,steven
handbook,manuel
greg,greg
navigate,naviguer
worse,pire
summit,sommet
victims,victimes
epa,EPA
spaces,espaces
fundamental,fondamental
burning,brûlant
escape,s'échapper
coupons,coupons
somewhat,quelque peu
receiver,récepteur
substantial,substantiel
tr,tr
progressive,progressif
cialis,cialis
bb,bb
boats,bateaux
glance,coup d'oeil
scottish,écossais
championship,championnat
arcade,arcade
richmond,Richmond
sacramento,sacramento
impossible,impossible
ron,Ron
russell,Russell
tells,raconte
obvious,évident
fiber,fibre
depression,dépression
graph,graphique
covering,revêtement
platinum,platine
judgment,jugement
bedrooms,chambres
talks,pourparlers
filing,dépôt
foster,favoriser
modeling,modélisation
passing,passage
awarded,récompensé
testimonials,témoignages
trials,essais
tissue,tissu
nz,NZ
memorabilia,souvenirs
clinton,Clinton
masters,maîtres
bonds,obligations
cartridge,cartouche
alberta,Alberta
explanation,explication
folk,populaire
org,org
commons,Chambre des communes
cincinnati,cincinnati
subsection,sous-section
fraud,fraude
electricity,électricité
permitted,permis
spectrum,spectre
arrival,arrivée
okay,d'accord
pottery,poterie
emphasis,accent
roger,Roger
aspect,aspect
workplace,lieu de travail
awesome,génial
mexican,mexicain
confirmed,confirmé
counts,comptes
priced,cher
wallpapers,fonds d'écran
hist,hurler
crash,accident
lift,ascenseur
desired,voulu
inter,entre
closer,plus proche
assumes,assume
heights,hauteur
shadow,ombre
riding,équitation
infection,infection
firefox,incendier
lisa,lisa
expense,frais
grove,bosquet
eligibility,admissibilité
venture,aventure
clinic,clinique
korean,coréen
healing,guérison
princess,princesse
mall,centre commercial
entering,entrée
packet,paquet
spray,pulvérisation
studios,studios
involvement,participation
dad,papa
buttons,boutons
placement,placement
observations,observations
vbulletin,vbultin
funded,financé
thompson,Thompson
winners,gagnants
extend,étendre
roads,routes
subsequent,ultérieur
pat,tapoter
dublin,Dublin
rolling,roulement
fell,est tombé
motorcycle,moto
yard,cour
disclosure,divulgation
establishment,établissement
memories,souvenirs
nelson,Nelson
te,le
arrived,arrivé
creates,crée
faces,visages
tourist,touristique
cocks,des bites
av,aviation
mayor,maire
murder,meurtre
sean,Sean
adequate,adéquat
senator,sénateur
yield,rendement
presentations,présentations
grades,notes
cartoons,caricatures
pour,verser
digest,digérer
reg,registre
lodging,hébergement
tion,tion
dust,poussière
hence,ainsi
wiki,wiki
entirely,entièrement
replaced,remplacé
radar,radar
rescue,sauvetage
undergraduate,premier cycle
losses,pertes
combat,combat
reducing,réduction
stopped,arrêté
occupation,profession
lakes,lacs
butt,bout
donations,dons
associations,associations
citysearch,Citysearch
closely,étroitement
radiation,radiation
diary,agenda
seriously,sérieusement
kings,rois
shooting,tournage
kent,Kent
adds,ajouter
nsw,NSW
ear,oreille
flags,drapeaux
pci,PCI
baker,boulanger
launched,lancé
elsewhere,autre part
pollution,pollution
conservative,conservateur
guestbook,livre d'or
shock,choc
effectiveness,efficacité
walls,murs
abroad,à l'étranger
ebony,ébène
tie,cravate
ward,salle
drawn,dessiné
arthur,Arthur
ian,Ian
visited,visité
roof,toit
walker,marcheur
demonstrate,démontrer
atmosphere,atmosphère
suggests,suggérer
kiss,baiser
beast,bête
ra,rampe
operated,exploité
experiment,expérience
targets,cibles
overseas,outre-mer
purchases,achats
dodge,esquiver
counsel,avocat
federation,fédération
pizza,pizza
invited,invité
yards,verges
assignment,affectation
chemicals,produits chimiques
gordon,gordon
mod,mod
farmers,agriculteurs
rc,RC
queries,requêtes
bmw,BMW
rush,se précipiter
ukraine,Ukraine
absence,absence
nearest,le plus proche
cluster,grappe
vendors,vendeurs
mpeg,mpeg
whereas,alors que
yoga,yoga
serves,service
woods,les bois
surprise,surprendre
lamp,lampe
rico,rico
partial,partiel
shoppers,acheteurs
phil,Phil
everybody,tout le monde
couples,couples
nashville,Nashville
ranking,classement
jokes,blagues
cst,CST
http,http
ceo,PDG
simpson,Simpson
twiki,twiki
sublime,sublime
counseling,conseil
palace,palais
acceptable,acceptable
satisfied,satisfait
glad,content
wins,victoires
measurements,mesures
verify,vérifier
globe,globe
trusted,de confiance
copper,cuivre
milwaukee,milwaukee
rack,étagère
medication,médicament
warehouse,entrepôt
shareware,shareware
ec,CE
rep,représentant
dicke,dicke
kerry,kerry
receipt,reçu
supposed,censé
ordinary,ordinaire
nobody,personne
ghost,fantôme
violation,violation
configure,configurer
stability,stabilité
mit,mit
applying,application
southwest,sud-ouest
boss,chef
pride,fierté
institutional,institutionnel
expectations,attentes
independence,indépendance
knowing,connaissance
reporter,journaliste
metabolism,métabolisme
keith,Keith
champion,champion
cloudy,nuageux
linda,linda
ross,ross
personally,personnellement
chile,Chili
anna,anna
plenty,beaucoup
solo,solo
sentence,phrase
throat,gorge
ignore,ignorer
maria,Maria
uniform,uniforme
excellence,excellence
wealth,richesse
tall,grand
rm,RM
somewhere,quelque part
vacuum,vide
dancing,dansant
attributes,attributs
recognize,reconnaître
brass,laiton
writes,écrit
plaza,place
pdas,PDA
outcomes,résultats
survival,survie
quest,quête
publish,publier
sri,sri
screening,dépistage
toe,orteil
thumbnail,vignette
trans,trans
jonathan,Jonathan
whenever,chaque fois que
nova,nova
lifetime,durée de vie
api,API
pioneer,pionnier
booty,butin
forgotten,oublié
acrobat,acrobate
plates,assiettes
acres,acres
venue,lieu
athletic,athlétique
thermal,thermique
essays,essais
behaviour,comportement
vital,vital
telling,révélateur
fairly,assez
coastal,côtier
config,configurer
cf,cf
charity,charité
intelligent,intelligent
edinburgh,Édimbourg
vt,Vermont
excel,exceller
modes,modes
obligation,obligation
campbell,campbell
wake,se réveiller
stupid,stupide
harbor,port
hungary,Hongrie
traveler,voyageur
urw,urw
segment,segment
realize,réaliser
regardless,indépendamment de
lan,lan
enemy,ennemi
puzzle,puzzle
rising,soulèvement
aluminum,aluminium
wells,puits
wishlist,liste de souhaits
opens,ouvrir
insight,aperçu
sms,SMS
shit,merde
restricted,limité
republican,républicain
secrets,secrets
lucky,chanceux
latter,dernier
merchants,marchands
thick,épais
trailers,bandes-bandes
repeat,répéter
syndrome,syndrome
philips,Philips
attendance,présence
penalty,peine
drum,tambour
glasses,lunettes
enables,actif
nec,nec
iraqi,irakien
builder,constructeur
vista,vue
jessica,Jessica
chips,puces
terry,gâchis
flood,inondation
foto,foto
ease,facilité
arguments,arguments
amsterdam,Amsterdam
orgy,orgie
arena,arène
adventures,aventures
pupils,élèves
stewart,Stewart
announcement,annonce
tabs,onglets
outcome,résultat
xx,xx
appreciate,apprécier
expanded,étendu
casual,occasionnel
grown,grandi
polish,polonais
lovely,beau
extras,extras
gm,GM
centres,centres
jerry,jerry
clause,clause
smile,sourire
lands,terre
ri,ri
troops,troupes
indoor,intérieur
bulgaria,Bulgarie
armed,armé
broker,courtier
charger,chargeur
regularly,régulièrement
believed,cru
pine,pin
cooling,refroidissement
tend,tendre
gulf,golfe
rt,rt
rick,meule
trucks,camions
cp,CP
mechanisms,mécanismes
divorce,divorce
laura,Laura
shopper,client
tokyo,Tokyo
partly,en partie
nikon,nikon
customize,personnaliser
tradition,tradition
candy,bonbons
pills,pilules
tiger,tigre
donald,Donald
folks,gens
sensor,capteur
exposed,exposé
telecom,télécommunications
hunt,chasse
angels,anges
deputy,adjoint
indicators,indicateurs
sealed,scellé
thai,thaïlandais
emissions,émissions
physicians,médecins
loaded,chargé
fred,Fred
complaint,plainte
scenes,scènes
experiments,expériences
balls,boules
afghanistan,Afghanistan
dd,dd
boost,booster
spanking,fessée
scholarship,bourse
governance,gouvernance
mill,moulin
founded,fondé
supplements,suppléments
chronic,chronique
icons,icônes
tranny,transfert de transsexuelle
moral,morale
den,il
catering,restauration
aud,aud
finger,doigt
keeps,se maintenir
pound,livre
locate,situer
camcorder,caméscope
pl,PL
trained,qualifié
burn,brûler
implementing,exécution
roses,roses
labs,laboratoires
ourselves,nous-mêmes
bread,pain
tobacco,tabac
wooden,en bois
motors,moteurs
tough,difficile
roberts,Roberts
incident,incident
gonna,va
dynamics,dynamique
lie,mensonge
crm,CRM
rf,RF
conversation,conversation
decrease,diminuer
cumshots,éjaculations
chest,poitrine
pension,pension
billy,gamelle
revenues,revenus
emerging,émergent
worship,culte
bukkake,bukkake
capability,capacité
ak,AK
fe,fe
craig,craig
herself,se
producing,production
churches,églises
precision,précision
damages,dégâts
reserves,réserves
contributed,contribué
solve,résoudre
shorts,shorts
reproduction,reproduction
minority,minorité
td,TD
diverse,divers
amp,ampli
ingredients,ingrédients
sb,sb
ah,ah
johnny,Johnny
sole,seul
franchise,franchise
recorder,enregistreur
complaints,plaintes
facing,parement
sm,sm
nancy,nancy
promotions,promotions
tones,tons
passion,passion
rehabilitation,réhabilitation
maintaining,entretien
sight,vue
laid,posé
clay,argile
defence,défense
patches,patchs
weak,faible
refund,remboursement
usc,USC
towns,villes
environments,environnements
trembl,trembler
divided,divisé
blvd,bouchoir
reception,réception
amd,DMLA
wise,sage
emails,e-mails
cyprus,Chypre
wv,WV
odds,chances
correctly,correctement
insider,initié
seminars,séminaires
consequences,conséquences
makers,créateurs
hearts,cœurs
geography,géographie
appearing,apparaissant
integrity,intégrité
worry,inquiétude
ns,ns
discrimination,discrimination
eve,veille
carter,charretier
legacy,héritage
marc,marc
pleased,heureux
danger,danger
vitamin,vitamine
widely,largement
processed,traité
phrase,phrase
genuine,authentique
raising,élevage
implications,implications
functionality,fonctionnalité
paradise,paradis
hybrid,hybride
reads,lecture
roles,rôles
intermediate,intermédiaire
emotional,émotionnel
sons,fils
leaf,feuille
pad,tampon
glory,gloire
platforms,plates-formes
ja,ja
bigger,plus gros
billing,facturation
diesel,diesel
versus,contre
combine,combiner
overnight,du jour au lendemain
geographic,géographique
exceed,dépasser
bs,bs
rod,tige
saudi,saoudien
fault,faute
cuba,Cuba
hrs,HRS
preliminary,préliminaire
districts,districts
introduce,introduire
silk,soie
promotional,promotionnel
kate,Kate
chevrolet,Chevrolet
babies,bébés
bi,bi
karen,Karen
compiled,compilé
romantic,romantique
revealed,révélé
specialists,spécialistes
generator,générateur
albert,Albert
examine,examiner
jimmy,Jimmy
graham,Graham
suspension,suspension
bristol,Bristol
margaret,margaret
compaq,compaq
sad,triste
correction,correction
wolf,loup
slowly,lentement
authentication,authentification
communicate,communiquer
rugby,rugby
supplement,supplément
showtimes,les horaires du spectacle
cal,cal
portions,portions
infant,nourrisson
promoting,promotion
sectors,secteurs
samuel,Samuel
fluid,fluide
grounds,terrains
fits,ajustement
kick,coup
regards,salutations
meal,repas
ta,faire
hurt,blesser
machinery,machinerie
bandwidth,bande passante
unlike,contrairement à
equation,équation
baskets,paniers
probability,probabilité
pot,pot
dimension,dimension
wright,Wright
img,IMG
barry,barry
proven,éprouvé
schedules,horaires
admissions,admissions
cached,mis en cache
warren,garenne
slip,glisser
studied,étudié
reviewer,critique
involves,implique
quarterly,trimestriel
rpm,RPM
profits,bénéfice
devil,diable
grass,herbe
comply,se conformer
marie,Marie
florist,fleuriste
illustrated,illustré
cherry,cerise
continental,continental
alternate,alterner
deutsch,deutsch
achievement,réalisation
limitations,limites
kenya,Kenya
webcam,webcam
cuts,coupures
funeral,funérailles
nutten,noix
earrings,boucles d'oreilles
enjoyed,apprécié
automated,automatisé
chapters,chapitres
pee,pipi
charlie,Charlie
quebec,Québec
nipples,mamelons
passenger,passager
convenient,pratique
dennis,dennis
mars,Mars
francis,Francis
tvs,téléviseurs
sized,de taille
manga,manga
noticed,remarqué
socket,douille
silent,silencieux
literary,littéraire
egg,œuf
mhz,MHz
signals,signaux
caps,capuchons
orientation,orientation
pill,pilule
theft,vol
childhood,enfance
swing,balançoire
symbols,symboles
lat,lat
meta,méta
humans,les humains
analog,analogique
facial,soin du visage
choosing,choix
talent,talent
dated,daté
flexibility,flexibilité
seeker,chercheur
wisdom,sagesse
shoot,tirer
boundary,limite
mint,menthe
packard,packard
offset,compenser
payday,jour de paie
philip,Philippe
elite,élite
gi,gi
spin,rotation
holders,titulaires
believes,croit
swedish,suédois
poems,poèmes
deadline,date limite
jurisdiction,juridiction
robot,robot
displaying,affichage
witness,témoin
collins,Collins
equipped,équipé
stages,étapes
encouraged,encouragé
sur,sur
winds,vents
powder,poudre
broadway,Broadway
acquired,acquis
assess,évaluer
wash,laver
cartridges,cartouches
stones,pierres
entrance,entrée
gnome,gnome
roots,racines
declaration,déclaration
losing,perdant
attempts,tentatives
gadgets,gadgets
noble,noble
glasgow,Glasgow
automation,automation
impacts,impacts
rev,tour
gospel,gospel
advantages,avantages
shore,rive
loves,amours
induced,induit
ll,ll
knight,chevalier
preparing,préparation
loose,lâche
aims,objectifs
recipient,destinataire
linking,enchaînement
extensions,extensions
appeals,appel
cl,CL
earned,gagné
illness,maladie
islamic,islamique
athletics,athlétisme
southeast,au sud-est
ieee,IEEE
ho,ho
alternatives,alternatives
pending,en attente
parker,parker
determining,déterminant
lebanon,Liban
corp,corp
personalized,personnalisé
kennedy,Kennedy
gt,GT
sh,shot
conditioning,conditionnement
teenage,adolescent
soap,savon
ae,ae
triple,tripler
cooper,tonnelier
nyc,New York
vincent,Vincent
jam,Confiture
secured,sécurisé
unusual,inhabituel
answered,répondu
partnerships,partenariats
destruction,destruction
slots,machines à sous
increasingly,de plus en plus
migration,migration
disorder,trouble
routine,routine
toolbar,barre d'outils
basically,essentiellement
rocks,rochers
conventional,conventionnel
titans,titans
applicants,candidats
wearing,résistant
axis,axe
sought,recherché
genes,gènes
mounted,monté
habitat,habitat
firewall,pare-feu
median,médian
guns,canons
scanner,scanner
herein,ici
occupational,professionnel
animated,animé
horny,corné
judicial,judiciaire
rio,Rio
hs,HS
adjustment,ajustement
hero,héros
integer,entier
treatments,traitements
bachelor,célibataire
attitude,attitude
camcorders,caméscopes
engaged,engagé
falling,chute
basics,bases
montreal,Montréal
carpet,tapis
rv,VR
struct,structure
lenses,lentilles
binary,binaire
genetics,génétique
attended,assisté
difficulty,difficulté
punk,punk
collective,collectif
coalition,coalition
pi,pi
dropped,abandonné
enrollment,inscription
duke,duc
walter,Walter
ai,IA
pace,rythme
besides,en plus
wage,salaire
producers,producteurs
ot,ot
collector,collectionneur
arc,arc
hosts,hôtes
interfaces,interfaces
advertisers,annonceurs
moments,moments
atlas,atlas
strings,cordes
dawn,aube
representing,représentation
observation,observation
feels,se sentir
torture,torture
carl,carl
deleted,supprimé
coat,manteau
mitchell,Mitchell
mrs,Mme
rica,rica
restoration,restauration
convenience,commodité
returning,retour
ralph,ralph
opposition,opposition
container,récipient
yr,année
defendant,défendeur
warner,warner
confirmation,confirmation
app,appliquer
embedded,intégré
inkjet,jet d'encre
supervisor,superviseur
wizard,magicien
corps,corps
actors,acteurs
liver,foie
peripherals,périphériques
liable,responsable
brochure,brochure
morris,Morris
bestsellers,best-sellers
petition,pétition
eminem,eminem
recall,rappel
antenna,antenne
picked,choisi
assumed,supposé
departure,départ
minneapolis,Minneapolis
belief,croyance
killing,meurtre
bikini,bikini
memphis,mascuphis
shoulder,épaule
decor,décor
lookup,chercher
texts,textes
harvard,Harvard
brokers,courtiers
roy,roy
ion,ion
diameter,diamètre
ottawa,Ottawa
doll,poupée
ic,IC
podcast,podcast
tit,mésange
seasons,saisons
peru,Pérou
interactions,interactions
refine,affiner
bidder,soumissionnaire
singer,chanteur
evans,Evans
herald,héraut
literacy,alphabétisation
fails,échoue
aging,vieillissement
nike,nike
intervention,intervention
pissing,pissing
fed,nourri
plugin,plugin
attraction,attirance
diving,plongée
invite,inviter
modification,modification
alice,Alice
latinas,Latinas
suppose,supposer
customized,personnalisé
reed,roseau
involve,impliquer
moderate,modéré
terror,terreur
younger,plus jeune
thirty,trente
mice,souris
opposite,opposé
understood,compris
rapidly,rapidement
dealtime,durée
ban,interdire
temp,temp
intro,introduction
mercedes,Mercedes
zus,zus
assurance,assurance
fisting,fisting
clerk,greffier
happening,événement
vast,vaste
mills,moulins
outline,contour
amendments,amendements
tramadol,tramadol
holland,Hollande
receives,reçoit
jeans,jeans
metropolitan,métropolitain
compilation,compilation
verification,vérification
fonts,polices
ent,ent
odd,impair
wrap,envelopper
refers,se référer
mood,humeur
favor,service
veterans,vétérans
quiz,questionnaire
mx,mx
sigma,sigma
gr,gr
attractive,attractif
xhtml,xhtml
occasion,occasion
recordings,enregistrements
jefferson,jefferson
victim,victime
demands,exigences
sleeping,dormir
careful,prudent
ext,ext
beam,faisceau
gardening,jardinage
obligations,obligations
arrive,arriver
orchestra,orchestre
sunset,coucher de soleil
tracked,suivi
moreover,de plus
minimal,minimal
polyphonic,polyphonique
lottery,loterie
tops,tops
framed,encadré
aside,de côté
outsourcing,externalisation
licence,licence
adjustable,réglable
allocation,allocation
michelle,Michelle
essay,essai
discipline,discipline
amy,Amy
ts,ts
demonstrated,démontré
dialogue,dialogue
identifying,identifiant
alphabetical,alphabétique
camps,camps
declared,déclaré
dispatched,expédié
aaron,Aaron
handheld,portable
trace,tracer
disposal,élimination
shut,fermer
florists,fleuristes
packs,packs
ge,ge
installing,installation
switches,interrupteurs
romania,Roumanie
voluntary,volontaire
ncaa,NCAA
thou,tu
consult,consulter
phd,doctorat
greatly,considérablement
blogging,bloguer
mask,masque
cycling,vélo
midnight,minuit
ng,not
commonly,communément
pe,pe
photographer,photographe
inform,informer
turkish,turc
coal,charbon
cry,pleurer
messaging,messagerie
pentium,Pentium
quantum,quantum
murray,Murray
intent,intention
tt,tt
zoo,zoo
largely,en grande partie
pleasant,agréable
announce,annoncer
constructed,construit
additions,ajouts
requiring,exigeant
spoke,rayon
aka,aka
arrow,flèche
engagement,fiançailles
sampling,échantillonnage
rough,rugueux
weird,bizarre
tee,tee
refinance,refinancement
lion,lion
inspired,inspiré
holes,trous
weddings,mariages
blade,lame
suddenly,soudainement
oxygen,oxygène
cookie,cookie
meals,repas
canyon,canyon
goto,goto
meters,mètres
merely,simplement
calendars,calendriers
arrangement,arrangement
conclusions,conclusions
passes,col
bibliography,bibliographie
pointer,aiguille
compatibility,compatibilité
stretch,extensible
durham,Durham
furthermore,en outre
permits,permettre
cooperative,coopérative
muslim,musulman
xl,xl
neil,neil
sleeve,manche
netscape,écran de nets
cleaner,nettoyeur
cricket,cricket
beef,bœuf
feeding,alimentation
stroke,accident vasculaire cérébral
township,canton
rankings,classement
measuring,mesure
cad,goujat
hats,chapeaux
robin,roupler
robinson,robinson
jacksonville,Jacksonville
strap,sangle
headquarters,quartier général
sharon,sharon
crowd,foule
tcp,TCP
transfers,transferts
surf,surf
olympic,olympique
transformation,transformation
remained,resté
attachments,attachements
dv,dv
dir,diron
entities,entités
customs,douane
administrators,administrateurs
personality,personnalité
rainbow,arc-en-ciel
hook,crochet
roulette,roulette
decline,déclin
gloves,gants
israeli,israélien
medicare,médicament
cord,corde
skiing,ski
cloud,nuage
facilitate,faciliter
subscriber,abonné
valve,soupape
val,val
hewlett,hewlett
explains,explique
proceed,procéder
flickr,flickr
feelings,sentiments
knife,couteau
jamaica,Jamaïque
priorities,priorités
shelf,étagère
bookstore,librairie
timing,timing
liked,aimé
parenting,parentalité
adopt,adopter
denied,refusé
fotos,fotos
incredible,incroyable
britney,Britney
freeware,logiciel gratuit
fucked,baisée
donation,donation
outer,extérieur
crop,recadrer
deaths,décès
rivers,rivières
commonwealth,Commonwealth
pharmaceutical,pharmaceutique
manhattan,manhattan
tales,contes
katrina,Katrina
workforce,effectifs
islam,Islam
nodes,nœuds
tu,tu
fy,fy
thumbs,pouces
seeds,graines
cited,cité
lite,lite
ghz,ghz
hub,moyeu
targeted,ciblé
organizational,organisationnel
skype,skype
realized,réalisé
twelve,douze
founder,fondateur
decade,décennie
gamecube,gamecube
rr,rr
dispute,différend
portuguese,portugais
tired,fatigué
titten,tissu
adverse,négatif
everywhere,partout
excerpt,extrait
eng,engin
steam,vapeur
discharge,décharge
ef,ef
drinks,boisson
ace,as
voices,voix
acute,aigu
halloween,halloween
climbing,escalade
stood,se trouvait
sing,chanter
tons,tonnes
perfume,parfum
carol,chant
honest,honnête
albany,albany
hazardous,dangereux
restore,restaurer
stack,empiler
methodology,méthodologie
somebody,quelqu'un
sue,poursuivre en justice
ep,EP
housewares,articles ménagères
reputation,réputation
resistant,résistant
democrats,démocrates
recycling,recyclage
hang,accrocher
gbp,GBP
curve,courbe
creator,créateur
amber,ambre
qualifications,qualifications
museums,musées
coding,codage
slideshow,diaporama
tracker,traqueur
variation,variation
passage,passage
transferred,transféré
trunk,tronc
hiking,randonnée
lb,kg
damn,condamner
pierre,percer
jelsoft,jelsoft
headset,casque
photograph,photographier
oakland,Oakland
colombia,Colombie
waves,flots
camel,chameau
distributor,distributeur
lamps,lampes
underlying,sous-jacent
hood,capot
wrestling,lutte
suicide,suicide
archived,archivé
photoshop,photoshop
jp,JP
chi,chi
bt,bt
